2007-01-26,Por,69,Hou,99
2007-01-26,CHR,106,LAL,97
2007-01-26,Pho,98,Mil,90
2007-01-26,Sac,84,NOO,88
2007-01-26,Mia,96,NYK,116
2007-01-26,Atl,93,Orl,90
2007-01-26,Cle,105,Phi,97
2007-01-26,Mem,96,SAS,112
2007-01-26,Min,100,Sea,102
2007-01-26,Bos,90,Tor,96
2007-01-26,Den,111,Uta,116
2007-01-27,Phi,104,Atl,89
2007-01-27,Mia,97,Chi,100
2007-01-27,Sac,104,Dal,106
2007-01-27,NJN,112,Den,102
2007-01-27,CHR,105,GSW,131
2007-01-27,Tor,84,Ind,102
2007-01-27,Min,101,LAC,87
2007-01-27,Por,135,Mem,132
2007-01-27,Uta,83,NOO,94
2007-01-28,Was,105,Bos,91
2007-01-28,Pho,115,Cle,100
2007-01-28,Ind,87,Det,95
2007-01-28,SAS,96,LAL,94
2007-01-28,NYK,105,Mil,107
2007-01-28,LAC,98,Sea,76
2007-01-29,Orl,83,Atl,93
2007-01-29,CHR,105,Den,101
2007-01-29,Phi,84,Hou,105
2007-01-29,Sac,117,Mem,124
2007-01-29,Pho,112,Min,121
2007-01-29,Por,91,NOO,103
2007-01-29,NJN,116,Uta,115
2007-01-30,GSW,97,Cle,124
2007-01-30,Sea,102,Dal,122
2007-01-30,Bos,96,Ind,103
2007-01-30,Mil,80,Mia,110
2007-01-30,LAL,94,NYK,99
2007-01-30,Det,99,Was,104
2007-01-31,GSW,94,Atl,115
2007-01-31,LAL,111,Bos,98
2007-01-31,NYK,87,CHR,104
2007-01-31,Sea,102,Hou,112
2007-01-31,Chi,98,LAC,110
2007-01-31,Dal,95,Mem,94
2007-01-31,Sac,100,Min,98
2007-01-31,Det,113,NJN,89
2007-01-31,Phi,89,NOO,78
2007-01-31,Mil,73,Orl,98
2007-01-31,Den,91,Por,100
2007-01-31,Was,109,Tor,119
2007-01-31,SAS,93,Uta,97
2007-02-01,Cle,89,Mia,92
2007-02-01,SAS,87,Pho,103
2007-02-02,Tor,103,Atl,91
2007-02-02,LAC,100,Bos,89
2007-02-02,CHR,81,Cle,101
2007-02-02,Por,107,Den,114
2007-02-02,Mil,86,Det,96
2007-02-02,LAL,84,Ind,95
2007-02-02,Min,83,NOO,90
2007-02-02,NJN,86,Orl,119
2007-02-02,GSW,102,Phi,101
2007-02-02,Chi,107,Sea,101
2007-02-03,GSW,90,CHR,98
2007-02-03,Min,93,Dal,94
2007-02-03,NOO,87,Hou,74
2007-02-03,Ind,116,Mem,110
2007-02-03,Mia,117,Mil,98
2007-02-03,NYK,94,Orl,86
2007-02-03,Uta,108,Pho,105
2007-02-03,Chi,88,Por,86
2007-02-03,Den,87,Sac,94
2007-02-03,LAL,118,Was,102
2007-02-04,Det,90,Cle,78
2007-02-04,Atl,101,NJN,99
2007-02-04,LAC,110,Tor,122
2007-02-05,LAL,90,Atl,83
2007-02-05,Pho,113,Den,108
2007-02-05,Min,77,Hou,105
2007-02-05,GSW,113,Ind,98
2007-02-05,CHR,93,Mia,113
2007-02-05,NJN,98,Phi,100
2007-02-05,NOO,99,Sac,105
2007-02-05,Chi,95,Uta,100
2007-02-05,Sea,108,Was,118
2007-02-06,Bos,102,Det,109
2007-02-06,Hou,98,Mem,90
2007-02-06,Orl,111,Mil,116
2007-02-06,LAC,90,NYK,102
2007-02-06,Pho,109,Por,102
2007-02-07,NJN,87,Atl,85
2007-02-07,Mia,91,Bos,79
2007-02-07,LAC,77,Cle,94
2007-02-07,Mem,97,Dal,113
2007-02-07,NOO,114,Den,112
2007-02-07,Sea,103,Ind,102
2007-02-07,GSW,93,Min,121
2007-02-07,CHR,83,Phi,92
2007-02-07,Orl,103,Tor,113
2007-02-07,SAS,110,Was,83
2007-02-08,LAL,78,Det,93
2007-02-08,Mil,101,NOO,109
2007-02-08,Chi,77,Sac,86
2007-02-09,NJN,92,Bos,78
2007-02-09,Por,108,CHR,100
2007-02-09,Mia,79,Cle,103
2007-02-09,Hou,74,Dal,95
2007-02-09,Chi,121,GSW,123
2007-02-09,Den,102,Ind,95
2007-02-09,Min,97,Mem,105
2007-02-09,SAS,104,Orl,106
2007-02-09,LAC,90,Phi,89
2007-02-09,Atl,120,Pho,111
2007-02-09,LAL,92,Tor,96
2007-02-10,Tor,92,Det,98
2007-02-10,CHR,83,Hou,104
